id,ActivityEquation,BikingOrdinalScaleNum,BikingOrdinalScaleCat,Biking,BoatingOrdinalScaleNum,BoatingOrdinalScaleCat,Boating,CampingOrdinalScaleNum,CampingOrdinalScaleCat,Camping,FishingOrdinalScaleNum,FishingOrdinalScaleCat,Fishing,GardeningOrdinalScaleNum,GardeningOrdinalScaleCat,Gardening,GatheringOrdinalScaleNum,GatheringOrdinalScaleCat,Gathering,HikingOrdinalScaleNum,HikingOrdinalScaleCat,Hiking,HuntingOrdinalScaleNum,HuntingOrdinalScaleCat,Hunting,JoggingOrdinalScaleNum,JoggingOrdinalScaleCat,Jogging,PhotographyOrdinalScaleNum,PhotographyOrdinalScaleCat,Photography,RelaxOthersOrdinalScaleNum,RelaxOthersOrdinalScaleCat,RelaxOthers,RelaxMyselfOrdinalScaleNum,RelaxMyselfOrdinalScaleCat,RelaxMyself,RockClimbingOrdinalScaleNum,RockClimbingOrdinalScaleCat,RockClimbing,WalkingOrdinalScaleNum,WalkingOrdinalScaleCat,Walking,WildlifeOrdinalScaleNum,WildlifeOrdinalScaleCat,Wildlife,BENE_AESTH,BENE_CREATIVE,BENE_TRADITION,BENE_FOOD,BENE_ID,BENE_LIFELESSON,BENE_MENTALWB,BENE_EXER,BENE_FUN,BENE_FAMILIAR,BENE_SOCIAL,BENE_SPIRTUAL,BENE_CARE,BENE_R_AESTH,BENE_R_CREATIVE,BENE_R_TRADITION,BENE_R_FOOD,BENE_R_ID,BENE_R_LIFELESSON,BENE_R_MENTALWB,BENE_R_EXER,BENE_R_FUN,BENE_R_FAMILIAR,BENE_R_SOCIAL,BENE_R_SPIRITUAL,BENE_R_CARE,BENE_RB_AESTH,BENE_RB_CREATIVE,BENE_RB_TRADITION,BENE_RB_FOOD,BENE_RB_ID,BENE_RB_LIFELESSON,BENE_RB_MENTALWB,BENE_RB_EXER,BENE_RB_FUN,BENE_RB_FAMILIAR,BENE_RB_SOCIAL,BENE_RB_SPIRITUAL,BENE_RB_CARE,BenefitsRank[1],BenefitsRank[2],BenefitsRank[3],Unranked,UA v. FA,Zip,LSAD10,UATYP10,GeographyCat,GeographyCatNum,GeographyCatNumInverse,Age,BirthYear,GenderCat,GenderCatNum,GenderCatNumInverse,Gender,Race/EthnicityCatNum,Race/EthnicityCatNumInverse,Race/EthnicityCat,RaceEthnicit1[SQ001],RaceEthnicit1[SQ002],RaceEthnicit1[SQ003],RaceEthnicit1[SQ004],RaceEthnicit1[SQ005],RaceEthnicit1[SQ006],RaceEthnicit7[SQ007],IncomeCat,IncomeCatNum,IncomeCatNumInverse,Income,EmploymentCatNum,EmploymentCatNumInverse,EmploymentCat,Employment[SQ001],Employment[SQ002],Employment[SQ003],Employment[SQ004],Employment[SQ005],Employment[SQ006]
1973,A8  A5  A5  A1  A7  A6  A7  A1  A1  A6  A3  A8  A1  A7  A5   ,3,More,A8,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,3,More,A7,3,More,A6,3,More,A7,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,1,Less,A3,3,More,A8,0,Doesn't do activity,A1,3,More,A7,2,No change,A5,7,7,6,6,7,7,7,7,7,7,5,7,7,0,1,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,A2,A7,A5,0,2,5490,99,R,Not urban area,0,1,70,1950,Female,1,0,A2,0,1,White,,,,,,,Y,Below Median Range,1,3,A3,0,1,All other fields,,,,,,Y
1974,A3  A3  A3  A1  A4  A1  A6  A1  A7  A3  A2  A2  A1  A5  A1   ,1,Less,A3,1,Less,A3,1,Less,A3,0,Doesn't do activity,A1,1,Less,A4,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,3,More,A7,1,Less,A3,1,Less,A2,1,Less,A2,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,A5,A7,A13,0,1,5602,76,C,Not urban area,0,1,50,1970,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,1,0,Lost job,Y,,,,,
1975,A5  A1  A1  A1  A1  A1  A4  A1  A6  A1  A2  A5  A1  A7  A1   ,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A4,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,1,Less,A2,2,No change,A5,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,7,3,4,2,6,5,7,7,7,4,3,7,4,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,A8,A7,A1,0,1,5401,75,U,Urban area,1,0,50,1970,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,,Y,,
1977,A5  A3  A2  A1  A6  A1  A8  A1  A8  A6  A6  A5  A1  A8  A1   ,2,No change,A5,1,Less,A3,1,Less,A2,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,3,More,A8,0,Doesn't do activity,A1,3,More,A8,3,More,A6,3,More,A6,2,No change,A5,0,Doesn't do activity,A1,3,More,A8,0,Doesn't do activity,A1,6,5,6,7,5,7,7,7,7,7,7,7,7,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,A7,A8,A5,0,1,5404,75,U,Urban area,1,0,56,1964,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,Y,,
1979,A1  A1  A1  A1  A5  A1  A5  A1  A1  A5  A1  A1  A1  A5  A5   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,6,5,4,3,5,5,6,5,5,5,4,5,4,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,A12,A7,A1,0,1,5663,76,C,Not urban area,0,1,71,1949,Male,0,1,A1,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,,,,Y
1980,A1  A1  A1  A1  A5  A1  A1  A1  A1  A6  A2  A2  A1  A7  A6   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,1,Less,A2,1,Less,A2,0,Doesn't do activity,A1,3,More,A7,3,More,A6,5,3,5,1,4,2,4,4,4,4,1,4,1,1,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,A1,A8,A12,0,1,5452,75,U,Urban area,1,0,63,1957,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,,,,Y
1981,A5  A7  A1  A1  A7  A1  A6  A1  A1  A6  A2  A7  A1  A7  A7   ,2,No change,A5,3,More,A7,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,1,Less,A2,3,More,A7,0,Doesn't do activity,A1,3,More,A7,3,More,A7,7,7,7,4,7,7,7,7,7,7,5,7,7,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,5602,76,C,Not urban area,0,1,66,1954,Female,1,0,A2,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,,Y,,
1984,A4  A5  A1  A1  A8  A1  A2  A1  A1  A5  A2  A5  A1  A5  A5   ,1,Less,A4,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,0,Doesn't do activity,A1,1,Less,A2,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,1,Less,A2,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,7,4,5,4,5,4,5,2,2,4,2,4,4,2,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,A7,A1,A10,0,1,5452,75,U,Urban area,1,0,82,1938,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,1,0,Lost job,Y,,,,,
1985,A5  A1  A1  A1  A6  A1  A5  A1  A1  A1  A2  A5  A1  A7  A5   ,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,2,No change,A5,0,Doesn't do activity,A1,3,More,A7,2,No change,A5,7,2,1,1,2,4,6,3,5,5,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A1,99,99,0,1,5482,75,U,Urban area,1,0,53,1967,Male,0,1,A1,0,1,White,,,,,,,Y,Above Median Range,3,1,A7,0,1,All other fields,,,,Y,,
1987,A7  A5  A1  A1  A5  A1  A1  A1  A1  A1  A5  A5  A1  A5  A7   ,3,More,A7,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,3,More,A7,6,4,4,4,4,4,6,7,7,7,7,4,5,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,A8,A9,A13,0,1,5667,99,R,Not urban area,0,1,75,1945,Female,1,0,A2,99,99,99,,,,,,,,Above Median Range,3,1,A5,0,1,All other fields,,,,,,Y
1988,A5  A1  A1  A1  A6  A1  A7  A1  A6  A5  A7  A5  A1  A8  A6   ,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,3,More,A7,0,Doesn't do activity,A1,3,More,A6,2,No change,A5,3,More,A7,2,No change,A5,0,Doesn't do activity,A1,3,More,A8,3,More,A6,7,4,4,1,6,4,7,7,7,6,7,3,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,5408,75,U,Urban area,1,0,39,1981,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A8,0,1,All other fields,,,,Y,,
1989,A5  A1  A1  A1  A6  A1  A6  A1  A1  A5  A2  A5  A1  A6  A7   ,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,1,Less,A2,2,No change,A5,0,Doesn't do activity,A1,3,More,A6,3,More,A7,7,6,4,2,5,5,7,7,6,4,4,7,7,1,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,A1,A7,A9,0,1,5403,75,U,Urban area,1,0,74,1946,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,,,Y
1990,A5  A5  A5  A5  A5  A1  A5  A1  A5  A5  A2  A4  A1  A7  A5   ,2,No change,A5,2,No change,A5,2,No change,A5,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,1,Less,A2,1,Less,A4,0,Doesn't do activity,A1,3,More,A7,2,No change,A5,7,5,5,4,6,5,7,7,7,7,6,7,6,1,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,A1,A7,A8,0,1,5401,75,U,Urban area,1,0,53,1967,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,99,99,99,,Y,,Y,,
1993,A1  A6  A2  A6  A7  A5  A5  A1  A7  A7  A8  A7  A1  A8  A8   ,0,Doesn't do activity,A1,3,More,A6,1,Less,A2,3,More,A6,3,More,A7,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,3,More,A7,3,More,A7,3,More,A8,3,More,A7,0,Doesn't do activity,A1,3,More,A8,3,More,A8,7,7,3,3,6,5,7,4,7,7,7,7,4,1,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,A1,A9,A11,0,1,5257,76,C,Not urban area,0,1,40,1980,Female,1,0,A2,1,0,All but white,Y,,,,Y,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,,Y,,
1994,A5  A5  A2  A6  A8  A7  A8  A5  A6  A6  A2  A6  A1  A8  A6   ,2,No change,A5,2,No change,A5,1,Less,A2,3,More,A6,3,More,A8,3,More,A7,3,More,A8,2,No change,A5,3,More,A6,3,More,A6,1,Less,A2,3,More,A6,0,Doesn't do activity,A1,3,More,A8,3,More,A6,7,6,5,7,6,6,7,7,7,7,7,4,4,1,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,A1,A4,A9,0,2,5655,99,R,Not urban area,0,1,34,1986,Female,1,0,A2,0,1,White,,,,,,,Y,Below Median Range,1,3,A3,0,1,All other fields,,Y,,,,
1995,A1  A5  A1  A1  A7  A7  A5  A1  A1  A6  A8  A7  A1  A7  A7   ,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,3,More,A7,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,3,More,A8,3,More,A7,0,Doesn't do activity,A1,3,More,A7,3,More,A7,7,6,7,6,7,6,7,6,7,7,5,7,7,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,A5,A3,A10,0,2,5732,99,R,Not urban area,0,1,72,1948,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,,Y,,
1997,A3  A2  A2  A5  A7  A5  A2  A5  A5  A5  A2  A5  A5  A8  A6   ,1,Less,A3,1,Less,A2,1,Less,A2,2,No change,A5,3,More,A7,2,No change,A5,1,Less,A2,2,No change,A5,2,No change,A5,2,No change,A5,1,Less,A2,2,No change,A5,2,No change,A5,3,More,A8,3,More,A6,7,7,7,4,6,6,7,6,6,7,3,5,5,2,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,A7,A1,A5,0,1,5681,99,R,Not urban area,0,1,59,1961,Female,1,0,A2,0,1,White,,,,,,,Y,Below Median Range,1,3,A3,0,1,All other fields,,,,Y,,
1998,A5  A1  A1  A1  A6  A1  A4  A1  A6  A6  A3  A5  A1  A6  A6   ,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,1,Less,A4,0,Doesn't do activity,A1,3,More,A6,3,More,A6,1,Less,A3,2,No change,A5,0,Doesn't do activity,A1,3,More,A6,3,More,A6,6,6,5,2,6,4,6,7,6,5,5,7,7,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,A7,A8,A12,0,1,5401,75,U,Urban area,1,0,32,1988,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,Y,,
2001,A3  A1  A3  A1  A7  A6  A5  A1  A1  A5  A2  A6  A1  A6  A6   ,1,Less,A3,0,Doesn't do activity,A1,1,Less,A3,0,Doesn't do activity,A1,3,More,A7,3,More,A6,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,1,Less,A2,3,More,A6,0,Doesn't do activity,A1,3,More,A6,3,More,A6,7,4,5,7,5,6,7,7,5,7,3,5,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,5036,99,R,Not urban area,0,1,38,1982,Female,1,0,A2,0,1,White,,,,,,,Y,Below Median Range,1,3,A2,1,0,Lost job,Y,,,,,
2002,A6  A6  A3  A1  A8  A8  A8  A1  A6  A6  A1  A8  A1  A8  A8   ,3,More,A6,3,More,A6,1,Less,A3,0,Doesn't do activity,A1,3,More,A8,3,More,A8,3,More,A8,0,Doesn't do activity,A1,3,More,A6,3,More,A6,0,Doesn't do activity,A1,3,More,A8,0,Doesn't do activity,A1,3,More,A8,3,More,A8,7,7,4,7,7,7,7,7,7,7,7,7,7,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,A11,A4,A7,0,2,5602,76,C,Not urban area,0,1,41,1979,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,Y,,
2003,A5  A5  A1  A1  A5  A1  A1  A1  A5  A1  A1  A1  A1  A8  A6   ,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,3,More,A6,6,2,3,1,2,3,4,5,6,5,2,2,4,1,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,A1,A7,A9,0,1,5408,75,U,Urban area,1,0,33,1987,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A8,0,1,All other fields,,,,,,Y
2004,A1  A5  A1  A1  A6  A6  A6  A1  A1  A5  A6  A5  A1  A6  A6   ,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,3,More,A6,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,3,More,A6,2,No change,A5,0,Doesn't do activity,A1,3,More,A6,3,More,A6,7,6,6,4,7,7,7,7,7,7,7,7,7,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,A7,A8,A1,0,1,5443,99,R,Not urban area,0,1,65,1955,Male,0,1,A1,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,,Y,,
2005,A5  A1  A1  A1  A5  A1  A4  A1  A8  A8  A2  A7  A1  A8  A8   ,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,1,Less,A4,0,Doesn't do activity,A1,3,More,A8,3,More,A8,1,Less,A2,3,More,A7,0,Doesn't do activity,A1,3,More,A8,3,More,A8,7,4,4,1,7,4,7,7,7,7,4,7,4,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,A7,A8,A12,0,1,5677,76,C,Not urban area,0,1,59,1961,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,1,0,Lost job,Y,,,,,
2006,A8  A1  A1  A1  A5  A1  A8  A1  A1  A1  A2  A8  A1  A8  A8   ,3,More,A8,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,2,No change,A5,0,Doesn't do activity,A1,3,More,A8,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,3,More,A8,0,Doesn't do activity,A1,3,More,A8,3,More,A8,7,6,5,5,6,7,7,7,6,7,6,6,6,3,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,A8,A5,A1,0,1,5753,76,C,Not urban area,0,1,56,1964,Female,1,0,A2,0,1,White,,,,,,,Y,Below Median Range,1,3,A2,0,1,All other fields,,,,,,Y
2010,A1  A1  A1  A1  A8  A6  A5  A1  A1  A1  A2  A5  A1  A5  A5   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,3,More,A6,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A2,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,7,4,4,5,7,7,7,7,7,7,5,7,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,A4,A7,99,0,2,5462,99,R,Not urban area,0,1,75,1945,Female,1,0,A2,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,,,,Y
2012,A5  A5  A1  A1  A7  A6  A8  A1  A5  A5  A7  A8  A5  A8  A8   ,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,3,More,A6,3,More,A8,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,3,More,A7,3,More,A8,2,No change,A5,3,More,A8,3,More,A8,7,7,7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,A5,A7,A8,0,1,5401,75,U,Urban area,1,0,54,1966,Female,1,0,A2,0,1,White,,,,,,,Y,99,99,99,99,0,1,All other fields,,,,,,Y
2013,A1  A1  A7  A7  A8  A5  A5  A6  A1  A1  A6  A8  A1  A5  A6   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,3,More,A7,3,More,A8,2,No change,A5,2,No change,A5,3,More,A6,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,3,More,A8,0,Doesn't do activity,A1,2,No change,A5,3,More,A6,5,4,6,7,4,5,5,4,6,6,5,5,4,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,A3,A7,A10,0,2,5201,76,C,Not urban area,0,1,51,1969,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,Y,,,
2014,A5  A5  A5  A5  A4  A4  A5  A5  A5  A5  A8  A8  A5  A8  A8   ,2,No change,A5,2,No change,A5,2,No change,A5,2,No change,A5,1,Less,A4,1,Less,A4,2,No change,A5,2,No change,A5,2,No change,A5,2,No change,A5,3,More,A8,3,More,A8,2,No change,A5,3,More,A8,3,More,A8,7,6,7,5,7,7,7,5,7,7,2,7,7,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,A3,A5,A6,0,3,5757,99,R,Not urban area,0,1,61,1959,Female,1,0,A2,1,0,All but white,Y,,,,,,Y,Below Median Range,1,3,A2,0,1,All other fields,,,,,Y,
2015,A5  A5  A5  A5  A8  A5  A5  A5  A5  A5  A5  A7  A1  A7  A7   ,2,No change,A5,2,No change,A5,2,No change,A5,2,No change,A5,3,More,A8,2,No change,A5,2,No change,A5,2,No change,A5,2,No change,A5,2,No change,A5,2,No change,A5,3,More,A7,0,Doesn't do activity,A1,3,More,A7,3,More,A7,6,4,6,5,7,5,7,6,6,5,4,7,7,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,A7,A5,A3,0,2,5403,75,U,Urban area,1,0,73,1947,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,,,Y
2016,A1  A1  A1  A1  A6  A7  A7  A1  A1  A7  A6  A6  A1  A6  A6   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A6,3,More,A7,3,More,A7,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,3,More,A6,3,More,A6,0,Doesn't do activity,A1,3,More,A6,3,More,A6,7,7,7,3,7,7,7,7,7,7,3,7,6,0,3,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,A7,A12,A2,0,2,5257,76,C,Not urban area,0,1,32,1988,Female,1,0,A2,0,1,White,,,,,,,Y,Median Range,2,2,A4,0,1,All other fields,,,,Y,,
2017,A4  A1  A5  A4  A7  A1  A4  A1  A1  A7  A2  A5  A1  A4  A4   ,1,Less,A4,0,Doesn't do activity,A1,2,No change,A5,1,Less,A4,3,More,A7,0,Doesn't do activity,A1,1,Less,A4,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A7,1,Less,A2,2,No change,A5,0,Doesn't do activity,A1,1,Less,A4,1,Less,A4,7,6,4,4,5,5,7,6,7,7,5,5,6,1,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,A1,A7,A9,0,1,5491,76,C,Not urban area,0,1,43,1977,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,1,0,Lost job,Y,,,,,
2018,A1  A1  A1  A1  A3  A3  A1  A1  A1  A8  A2  A2  A2  A2  A2   ,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,1,Less,A3,1,Less,A3,0,Doesn't do activity,A1,0,Doesn't do activity,A1,0,Doesn't do activity,A1,3,More,A8,1,Less,A2,1,Less,A2,1,Less,A2,1,Less,A2,1,Less,A2,7,7,7,7,7,7,7,7,7,7,2,7,7,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,5641,76,C,Not urban area,0,1,62,1958,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A5,0,1,All other fields,,,,,,Y
2021,A1  A2  A5  A1  A6  A1  A6  A1  A4  A5  A6  A5  A1  A8  A7   ,0,Doesn't do activity,A1,1,Less,A2,2,No change,A5,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,3,More,A6,0,Doesn't do activity,A1,1,Less,A4,2,No change,A5,3,More,A6,2,No change,A5,0,Doesn't do activity,A1,3,More,A8,3,More,A7,7,5,3,3,5,3,7,7,7,7,2,7,6,3,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,A10,A9,A1,0,1,5446,75,U,Urban area,1,0,37,1983,Female,1,0,A2,0,1,White,,,,,,,Y,Above Median Range,3,1,A6,0,1,All other fields,,,,Y,,
2022,A5  A5  A5  A1  A5  A5  A3  A1  A8  A6  A2  A7  A2  A8  A7   ,2,No change,A5,2,No change,A5,2,No change,A5,0,Doesn't do activity,A1,2,No change,A5,2,No change,A5,1,Less,A3,0,Doesn't do activity,A1,3,More,A8,3,More,A6,1,Less,A2,3,More,A7,1,Less,A2,3,More,A8,3,More,A7,7,7,7,1,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,A1,A8,A7,0,1,5401,75,U,Urban area,1,0,26,1994,Female,1,0,A2,1,0,All but white,,Y,,,,,,Below Median Range,1,3,A3,0,1,All other fields,,,,,Y,
